Nombre,Habilidades,Resistance vs Bug,Resistance vs Dark,Resistance vs Dragon,Resistance vs Electric,Resistance vs Fairy,Resistance vs Fighting,Resistance vs Fire,Resistance vs Flying,Resistance vs Ghost,Resistance vs Grass,Resistance vs Ground,Resistance vs Ice,Resistance vs Normal,Resistance vs Poison,Resistance vs Psychic,Resistance vs Rock,Resistance vs Steel,Resistance vs Water,Ataque,total_estadisticas,ratio_captura,Defensa,altura,PS,id_pokemon,ataque_especial,defensa_especial,Velocidad,Tipo 1,Tipo 2,peso,generacion,es_legendario
Cranidos,"Mold Breaker, Sheer Force",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,125,350,45.0,40,0.9,67,408,30,30,58,Rock,None,31.5,4,0
Rampardos,"Mold Breaker, Sheer Force",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,165,495,45.0,60,1.6,97,409,65,50,58,Rock,None,102.5,4,0
Shieldon,"Sturdy, Soundproof",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,42,350,45.0,118,0.5,30,410,42,88,30,Rock,Steel,57.0,4,0
Bastiodon,"Sturdy, Soundproof",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,52,495,45.0,168,1.3,60,411,47,138,30,Rock,Steel,149.5,4,0
Burmy,"Shed Skin, Overcoat",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,29,224,120.0,45,0.2,40,412,29,45,36,Bug,None,3.4,4,0
Wormadam,"Anticipation, Overcoat",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,69,424,45.0,95,0.5,60,413,69,95,36,Bug,Grass,6.5,4,0
Mothim,"Swarm, Tinted Lens",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,94,424,45.0,50,0.9,70,414,94,50,66,Bug,Flying,23.3,4,0
Combee,"Honey Gather, Hustle",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,30,244,120.0,42,0.3,30,415,30,42,70,Bug,Flying,5.5,4,0
Vespiquen,"Pressure, Unnerve",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,80,474,45.0,102,1.2,70,416,80,102,40,Bug,Flying,38.5,4,0
Pachirisu,"Run Away, Pickup, Volt Absorb",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,405,200.0,70,0.4,60,417,45,90,95,Electric,None,3.9,4,0
Buizel,"Swift Swim, Water Veil",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,330,190.0,35,0.7,55,418,60,30,85,Water,None,29.5,4,0
Floatzel,"Swift Swim, Water Veil",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,495,75.0,55,1.1,85,419,85,50,115,Water,None,33.5,4,0
Cherubi,Chlorophyll,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,35,275,190.0,45,0.4,45,420,62,53,35,Grass,None,3.3,4,0
Cherrim,Flower Gift,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,450,75.0,70,0.5,70,421,87,78,85,Grass,None,9.3,4,0
Shellos,"Sticky Hold, Storm Drain, Sand Force",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,48,325,190.0,48,0.3,76,422,57,62,34,Water,None,6.3,4,0
Gastrodon,"Sticky Hold, Storm Drain, Sand Force",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,83,475,75.0,68,0.9,111,423,92,82,39,Water,Ground,29.9,4,0
Ambipom,"Technician, Pickup, Skill Link",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100,482,45.0,66,1.2,75,424,60,66,115,Normal,None,20.3,4,0
Drifloon,"Aftermath, Unburden, Flare Boost",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,50,348,125.0,34,0.4,90,425,60,44,70,Ghost,Flying,1.2,4,0
Drifblim,"Aftermath, Unburden, Flare Boost",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,80,498,60.0,44,1.2,150,426,90,54,80,Ghost,Flying,15.0,4,0
Buneary,"Run Away, Klutz, Limber",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66,350,190.0,44,0.4,55,427,44,56,85,Normal,None,5.5,4,0
Lopunny,"Cute Charm, Klutz, Limber",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,136,580,60.0,94,1.2,65,428,54,96,135,Normal,None,33.3,4,0
Mismagius,Levitate,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,60,495,45.0,60,0.9,60,429,105,105,105,Ghost,None,4.4,4,0
Honchkrow,"Insomnia, Super Luck, Moxie",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,125,505,30.0,52,0.9,100,430,105,52,71,Dark,Flying,27.3,4,0
Glameow,"Limber, Own Tempo, Keen Eye",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,310,190.0,42,0.5,49,431,42,37,85,Normal,None,3.9,4,0
Purugly,"Thick Fat, Own Tempo, Defiant",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82,452,75.0,64,1.0,71,432,64,59,112,Normal,None,43.8,4,0
Chingling,Levitate,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30,285,120.0,50,0.2,45,433,65,50,45,Psychic,None,0.6,4,0
Stunky,"Stench, Aftermath, Keen Eye",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,63,329,225.0,47,0.4,63,434,41,41,74,Poison,Dark,19.2,4,0
Skuntank,"Stench, Aftermath, Keen Eye",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,93,479,60.0,67,1.0,103,435,71,61,84,Poison,Dark,38.0,4,0
Bronzor,"Levitate, Heatproof, Heavy Metal",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,24,300,255.0,86,0.5,57,436,24,86,23,Steel,Psychic,60.5,4,0
Bronzong,"Levitate, Heatproof, Heavy Metal",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,89,500,90.0,116,1.3,67,437,79,116,33,Steel,Psychic,187.0,4,0
Bonsly,"Sturdy, Rock Head, Rattled",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,80,290,255.0,95,0.5,50,438,10,45,10,Rock,None,15.0,4,0
Mime Jr.,"Soundproof, Filter, Technician",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25,310,145.0,45,0.6,20,439,70,90,60,Psychic,Fairy,13.0,4,0
Happiny,"Natural Cure, Serene Grace, Friend Guard",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,220,130.0,5,0.6,100,440,15,65,30,Normal,None,24.4,4,0
Chatot,"Keen Eye, Tangled Feet, Big Pecks",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,65,411,30.0,45,0.5,76,441,92,42,91,Normal,Flying,1.9,4,0
Spiritomb,"Pressure, Infiltrator",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,92,485,100.0,108,1.0,50,442,92,108,35,Ghost,Dark,108.0,4,0
Gible,"Sand Veil, Rough Skin",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,70,300,45.0,45,0.7,58,443,40,45,42,Dragon,Ground,20.5,4,0
Gabite,"Sand Veil, Rough Skin",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,90,410,45.0,65,1.4,68,444,50,55,82,Dragon,Ground,56.0,4,0
Garchomp,"Sand Veil, Rough Skin",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,170,700,45.0,115,1.9,108,445,120,95,92,Dragon,Ground,95.0,4,0
Munchlax,"Pickup, Thick Fat, Gluttony",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,390,50.0,40,0.6,135,446,40,85,5,Normal,None,105.0,4,0
Riolu,"Steadfast, Inner Focus, Prankster",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,70,285,75.0,40,0.7,40,447,35,40,60,Fighting,None,20.2,4,0
Lucario,"Steadfast, Inner Focus, Justified",0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,145,625,45.0,88,1.2,70,448,140,70,112,Fighting,Steel,54.0,4,0
Hippopotas,"Sand Stream, Sand Force",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,72,330,140.0,78,0.8,68,449,38,42,32,Ground,None,49.5,4,0
Hippowdon,"Sand Stream, Sand Force",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,112,525,60.0,118,2.0,108,450,68,72,47,Ground,None,300.0,4,0
Skorupi,"Battle Armor, Sniper, Keen Eye",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,50,330,120.0,90,0.8,40,451,30,55,65,Poison,Bug,12.0,4,0
Drapion,"Battle Armor, Sniper, Keen Eye",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,90,500,45.0,110,1.3,70,452,60,75,95,Poison,Dark,61.5,4,0
Croagunk,"Anticipation, Dry Skin, Poison Touch",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,61,300,140.0,40,0.7,48,453,61,40,50,Poison,Fighting,23.0,4,0
Toxicroak,"Anticipation, Dry Skin, Poison Touch",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,106,490,75.0,65,1.3,83,454,86,65,85,Poison,Fighting,44.4,4,0
Carnivine,Levitate,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,454,200.0,72,1.4,74,455,90,72,46,Grass,None,27.0,4,0
Finneon,"Swift Swim, Storm Drain, Water Veil",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,49,330,190.0,56,0.4,49,456,49,61,66,Water,None,7.0,4,0
Lumineon,"Swift Swim, Storm Drain, Water Veil",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,69,460,75.0,76,1.2,69,457,69,86,91,Water,None,24.0,4,0
Mantyke,"Swift Swim, Water Absorb, Water Veil",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,20,345,25.0,50,1.0,45,458,60,120,50,Water,Flying,65.0,4,0
Snover,"Snow Warning, Soundproof",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,62,334,120.0,50,1.0,60,459,62,60,40,Grass,Ice,50.5,4,0
Abomasnow,"Snow Warning, Soundproof",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,132,594,60.0,105,2.2,90,460,132,105,30,Grass,Ice,135.5,4,0
Weavile,"Pressure, Pickpocket",2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,120,510,45.0,65,1.1,70,461,45,85,125,Dark,Ice,34.0,4,0
Magnezone,"Magnet Pull, Sturdy, Analytic",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,70,535,30.0,115,1.2,70,462,130,90,60,Electric,Steel,180.0,4,0
Lickilicky,"Own Tempo, Oblivious, Cloud Nine",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,515,30.0,95,1.7,110,463,80,95,50,Normal,None,140.0,4,0
Rhyperior,"Lightningrod, Solid Rock, Reckless",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,140,535,30.0,130,2.4,115,464,55,55,40,Ground,Rock,282.8,4,0
Tangrowth,"Chlorophyll, Leaf Guard, Regenerator",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,535,30.0,125,2.0,100,465,110,50,50,Grass,None,128.6,4,0
Electivire,"Motor Drive, Vital Spirit",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,123,540,30.0,67,1.8,75,466,95,85,95,Electric,None,138.6,4,0
Magmortar,"Flame Body, Vital Spirit",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,95,540,30.0,67,1.6,75,467,125,95,83,Fire,None,68.0,4,0
Togekiss,"Hustle, Serene Grace, Super Luck",0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,50,545,30.0,95,1.5,85,468,120,115,80,Fairy,Flying,38.0,4,0
Yanmega,"Speed Boost, Tinted Lens, Frisk",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,76,515,30.0,86,1.9,86,469,116,56,95,Bug,Flying,51.5,4,0
Leafeon,"Leaf Guard, Chlorophyll",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,110,525,45.0,130,1.0,65,470,60,65,95,Grass,None,25.5,4,0
Glaceon,"Snow Cloak, Ice Body",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,60,525,45.0,110,0.8,65,471,130,95,65,Ice,None,25.9,4,0
Gliscor,"Hyper Cutter, Sand Veil, Poison Heal",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,95,510,30.0,125,2.0,75,472,45,75,95,Ground,Flying,42.5,4,0
Mamoswine,"Oblivious, Snow Cloak, Thick Fat",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,130,530,50.0,80,2.5,110,473,70,60,80,Ice,Ground,291.0,4,0
Porygon-Z,"Adaptability, Download, Analytic",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,535,30.0,70,0.9,85,474,135,75,90,Normal,None,34.0,4,0
Gallade,"Steadfast, Justified",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,165,618,45.0,95,1.6,68,475,65,115,110,Psychic,Fighting,52.0,4,0
Probopass,"Sturdy, Magnet Pull, Sand Force",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,55,525,60.0,145,1.4,60,476,75,150,40,Rock,Steel,340.0,4,0
Dusknoir,"Pressure, Frisk",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,100,525,45.0,135,2.2,45,477,65,135,45,Ghost,None,106.6,4,0
Froslass,"Snow Cloak, Cursed Body",0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,2.0,1.0,80,480,75.0,70,1.3,70,478,80,70,110,Ice,Ghost,26.6,4,0
Rotom,Levitate,0.5,2.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,65,520,45.0,107,0.3,50,479,105,107,86,Electric,Ghost,0.3,4,0
Uxie,Levitate,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,75,580,3.0,130,0.3,75,480,75,130,95,Psychic,None,0.3,4,1
Mesprit,Levitate,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,105,580,3.0,105,0.3,80,481,105,105,80,Psychic,None,0.3,4,1
Azelf,Levitate,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,125,580,3.0,70,0.3,75,482,125,70,115,Psychic,None,0.3,4,1
Dialga,"Pressure, Telepathy",0.5,1.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,2.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,120,680,3.0,120,5.4,100,483,150,100,90,Steel,Dragon,683.0,4,1
Palkia,"Pressure, Telepathy",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,120,680,3.0,100,4.2,90,484,150,120,100,Water,Dragon,336.0,4,1
Heatran,"Flash Fire, Flame Body",0.25,1.0,0.5,1.0,0.25,2.0,1.0,0.5,1.0,0.25,4.0,0.25,0.5,0.0,0.5,1.0,0.25,2.0,90,600,3.0,106,1.7,91,485,130,106,77,Fire,Steel,430.0,4,1
Regigigas,Slow Start,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160,670,3.0,110,3.7,110,486,80,110,100,Normal,None,420.0,4,1
Giratina,"Pressure, Telepathy, Levitate",0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5,120,680,3.0,100,4.5,150,487,120,100,90,Ghost,Dragon,750.0,4,1
Cresselia,Levitate,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,70,600,3.0,120,1.5,120,488,75,130,85,Psychic,None,85.6,4,1
Phione,Hydration,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,480,30.0,80,0.4,80,489,80,80,80,Water,None,3.1,4,0
Manaphy,Hydration,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,100,600,3.0,100,0.3,100,490,100,100,100,Water,None,1.4,4,1
Darkrai,Bad Dreams,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90,600,3.0,90,1.5,70,491,135,90,125,Dark,None,50.5,4,1
Shaymin,"Natural Cure, Serene Grace",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,103,600,45.0,75,0.2,100,492,120,75,127,Grass,Grass,2.1,4,1
Arceus,Multitype,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,720,3.0,120,3.2,120,493,120,120,120,Normal,None,320.0,4,1
Victini,Victory Star,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,100,600,3.0,100,0.4,100,494,100,100,100,Psychic,Fire,4.0,5,1
Snivy,"Overgrow, Contrary",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,45,308,45.0,55,0.6,45,495,45,55,63,Grass,None,8.1,5,0
Servine,"Overgrow, Contrary",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,413,45.0,75,0.8,60,496,60,75,83,Grass,None,16.0,5,0
Serperior,"Overgrow, Contrary",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,75,528,45.0,95,3.3,75,497,75,95,113,Grass,None,63.0,5,0
Tepig,"Blaze, Thick Fat",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,63,308,45.0,45,0.5,65,498,45,45,45,Fire,None,9.9,5,0
Pignite,"Blaze, Thick Fat",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,93,418,45.0,55,1.0,90,499,70,55,55,Fire,Fighting,55.5,5,0
Emboar,"Blaze, Reckless",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,123,528,45.0,65,1.6,110,500,100,65,65,Fire,Fighting,150.0,5,0
Oshawott,"Torrent, Shell Armor",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,55,308,45.0,45,0.5,55,501,63,45,45,Water,None,5.9,5,0
Dewott,"Torrent, Shell Armor",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,413,45.0,60,0.8,75,502,83,60,60,Water,None,24.5,5,0
Samurott,"Torrent, Shell Armor",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,100,528,45.0,85,1.5,95,503,108,70,70,Water,None,94.6,5,0
Patrat,"Run Away, Keen Eye, Analytic",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,255,255.0,39,0.5,45,504,35,39,42,Normal,None,11.6,5,0
Watchog,"Illuminate, Keen Eye, Analytic",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,420,255.0,69,1.1,60,505,60,69,77,Normal,None,27.0,5,0
Lillipup,"Vital Spirit, Pickup, Run Away",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,275,255.0,45,0.4,45,506,25,45,55,Normal,None,4.1,5,0
Herdier,"Intimidate, Sand Rush, Scrappy",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,370,120.0,65,0.9,65,507,35,65,60,Normal,None,14.7,5,0
Stoutland,"Intimidate, Sand Rush, Scrappy",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,500,45.0,90,1.2,85,508,45,90,80,Normal,None,61.0,5,0
Purrloin,"Limber, Unburden, Prankster",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,50,281,255.0,37,0.4,41,509,50,37,66,Dark,None,10.1,5,0
Liepard,"Limber, Unburden, Prankster",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,88,446,90.0,50,1.1,64,510,88,50,106,Dark,None,37.5,5,0
Pansage,"Gluttony, Overgrow",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,53,316,190.0,48,0.6,50,511,53,48,64,Grass,None,10.5,5,0
