Nombre,Habilidades,Resistencia vs Insecto,Resistencia vs Siniestro,Resistencia vs Dragón,Resistencia vs Electrico,Resistencia vs Hada,Resistencia vs Lucha,Resistencia vs Fuego,Resistencia vs Volador,Resistencia vs Fantasma,Resistencia vs Planta,Resistencia vs Tierra,Resistencia vs Hielo,Resistencia vs Normal,Resistencia vs Veneno,Resistencia vs Psiquico,Resistencia vs Roca,Resistencia vs Acero,Resistencia vs Agua,Ataque,Pasos Eclosión,Felicidad Base,Total Estadísticas,Ratio de Captura,Categoría,Defensa,Crecimiento Experiencia,Altura (m),PS,Porcentaje Macho,Número Pokedex,Ataque Especial,Defensa Especial,Velocidad,Tipo 1,Tipo 2,Peso (kg),Generación,Es Legendario
Absol,"Presión, Super Luck, Justified",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,150,6400,35,565,30,Disaster,60,1059860,1.2,65,50.0,359,115,60,115,Siniestro,,47.0,3,0
Wynaut,"Shadow Tag, Telepathy",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,23,5120,70,260,125,Bright,48,1000000,0.6,95,50.0,360,23,48,23,Psíquico,,14.0,3,0
Snorunt,"Foco Interno, Ice Body, Moody",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,5120,70,300,190,Snow Hat,50,1000000,0.7,50,50.0,361,50,50,50,Hielo,,16.8,3,0
Glalie,"Foco Interno, Ice Body, Moody",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,120,5120,70,580,75,Face,80,1000000,1.5,80,50.0,362,120,80,100,Hielo,,256.5,3,0
Spheal,"Thick Fat, Ice Body, Despiste",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,40,5120,70,290,255,Clap,50,1059860,0.8,70,50.0,363,55,50,25,Hielo,Agua,39.5,3,0
Sealeo,"Thick Fat, Ice Body, Despiste",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,60,5120,70,410,120,Ball Roll,70,1059860,1.1,90,50.0,364,75,70,45,Hielo,Agua,87.6,3,0
Walrein,"Thick Fat, Ice Body, Despiste",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,80,5120,70,530,45,Ice Break,90,1059860,1.4,110,50.0,365,95,90,65,Hielo,Agua,150.6,3,0
Clamperl,"Shell Armor, Rattled",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,64,5120,70,345,255,Bivalve,85,600000,0.4,35,50.0,366,74,55,32,Agua,,52.5,3,0
Huntail,"Swift Swim, Water Veil",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,104,5120,70,485,60,Deep Sea,105,600000,1.7,55,50.0,367,94,75,52,Agua,,27.0,3,0
Gorebyss,"Swift Swim, Hydration",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,84,5120,70,485,60,South Sea,105,600000,1.8,55,50.0,368,114,75,52,Agua,,22.6,3,0
Relicanth,"Swift Swim, Rock Head, Firmeza",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,90,10240,70,485,25,Longevity,130,1250000,1.0,100,88.1,369,45,65,55,Agua,Roca,23.4,3,0
Luvdisc,"Swift Swim, Hydration",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,30,5120,70,330,225,Rendezvous,55,800000,0.6,43,24.6,370,40,65,97,Agua,,8.7,3,0
Bagon,"Rock Head, Sheer Force",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,75,10240,35,300,45,Rock Head,60,1250000,0.6,45,50.0,371,40,30,50,Dragón,,42.1,3,0
Shelgon,"Rock Head, Overcoat",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,95,10240,35,420,45,Endurance,100,1250000,1.1,65,50.0,372,60,50,50,Dragón,,110.5,3,0
Salamence,"Intimidación, Moxie",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,145,10240,35,700,45,Dragon,130,1250000,1.5,95,50.0,373,120,90,120,Dragón,Volador,102.6,3,0
Beldum,"Clear Body, Light Metal",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,55,10240,35,300,3,Iron Ball,80,1250000,0.6,40,,374,35,60,30,Acero,Psíquico,95.2,3,0
Metang,"Clear Body, Light Metal",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,75,10240,35,420,3,Garra Hierro,100,1250000,1.2,60,,375,55,80,50,Acero,Psíquico,202.5,3,0
Metagross,"Clear Body, Light Metal",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,145,10240,35,700,3,Iron Leg,150,1250000,1.6,80,,376,105,110,110,Acero,Psíquico,550.0,3,0
Regirock,"Clear Body, Firmeza",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,100,20480,35,580,3,Rock Peak,200,1250000,1.7,80,,377,50,100,50,Roca,,230.0,3,1
Regice,"Clear Body, Ice Body",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,20480,35,580,3,Iceberg,100,1250000,1.8,80,,378,100,200,50,Hielo,,175.0,3,1
Registeel,"Clear Body, Light Metal",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,75,20480,35,580,3,Iron,150,1250000,1.9,80,,379,75,150,50,Acero,,205.0,3,1
Latias,Levitación,2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,100,30720,90,700,3,Eon,120,1250000,1.4,80,0.0,380,140,150,110,Dragón,Psíquico,40.0,3,1
Latios,Levitación,2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,130,30720,90,700,3,Eon,100,1250000,2.0,80,100.0,381,160,120,110,Dragón,Psíquico,60.0,3,1
Kyogre,Drizzle,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,150,30720,0,770,3,Sea Basin,90,1250000,4.5,100,,382,180,160,90,Agua,,352.0,3,1
Groudon,Drought,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,180,30720,0,770,3,Continent,160,1250000,3.5,100,,383,150,90,90,Tierra,,950.0,3,1
Rayquaza,Air Lock,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,180,30720,0,780,45,Sky High,100,1250000,7.0,105,,384,180,100,115,Dragón,Volador,206.5,3,1
Jirachi,Serene Grace,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,100,30720,100,600,3,Wish,100,1250000,0.3,100,,385,100,100,100,Acero,Psíquico,1.1,3,1
Deoxys,Presión,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,95,30720,0,600,3,Dna,90,1250000,1.7,50,,386,95,90,180,Psíquico,,60.8,3,1
Turtwig,"Espesura, Shell Armor",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,68,5120,70,318,45,Tiny Leaf,64,1059860,0.4,55,88.1,387,45,55,31,Planta,,10.2,4,0
Grotle,"Espesura, Shell Armor",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,89,5120,70,405,45,Grove,85,1059860,1.1,75,88.1,388,55,65,36,Planta,,97.0,4,0
Torterra,"Espesura, Shell Armor",2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,1.0,1.0,109,5120,70,525,45,Continent,105,1059860,2.2,95,88.1,389,75,85,56,Planta,Tierra,310.0,4,0
Chimchar,"Mar Llamas, Iron Fist",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,58,5120,70,309,45,Chimp,44,1059860,0.5,44,88.1,390,58,44,61,Fuego,,6.2,4,0
Monferno,"Mar Llamas, Iron Fist",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,78,5120,70,405,45,Playful,52,1059860,0.9,64,88.1,391,78,52,81,Fuego,Lucha,22.0,4,0
Infernape,"Mar Llamas, Iron Fist",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,104,5120,70,534,45,Llama,71,1059860,1.2,76,88.1,392,104,71,108,Fuego,Lucha,55.0,4,0
Piplup,"Torrente, Defiant",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,51,5120,70,314,45,Penguin,53,1059860,0.4,53,88.1,393,61,56,40,Agua,,5.2,4,0
Prinplup,"Torrente, Defiant",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,66,5120,70,405,45,Penguin,68,1059860,0.8,64,88.1,394,81,76,50,Agua,,23.0,4,0
Empoleon,"Torrente, Defiant",0.5,1.0,0.5,2.0,0.5,2.0,1.0,0.5,1.0,1.0,2.0,0.25,0.5,0.0,0.5,0.5,0.25,0.5,86,5120,70,530,45,Emperor,88,1059860,1.7,84,88.1,395,111,101,60,Agua,Acero,84.5,4,0
Starly,"Vista Lince, Reckless",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,3840,70,245,255,Starling,30,1059860,0.3,40,50.0,396,30,30,60,Normal,Volador,2.0,4,0
Staravia,"Intimidación, Reckless",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,75,3840,70,340,120,Starling,50,1059860,0.6,55,50.0,397,40,40,80,Normal,Volador,15.5,4,0
Staraptor,"Intimidación, Reckless",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,120,3840,70,485,45,Predator,70,1059860,1.2,85,50.0,398,50,60,100,Normal,Volador,24.9,4,0
Bidoof,"Simple, Unaware, Moody",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,3840,70,250,255,Plump Mouse,40,1000000,0.5,59,50.0,399,35,40,31,Normal,,20.0,4,0
Bibarel,"Simple, Unaware, Moody",1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,85,3840,70,410,127,Beaver,60,1000000,1.0,79,50.0,400,55,60,71,Normal,Agua,31.5,4,0
Kricketot,"Mudar, Run Away",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,25,3840,70,194,255,Cricket,41,1059860,0.3,37,50.0,401,25,41,25,Bicho,,2.2,4,0
Kricketune,"Enjambre, Technician",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,85,3840,70,384,45,Cricket,51,1059860,1.0,77,50.0,402,55,51,65,Bicho,,25.5,4,0
Shinx,"Rivalry, Intimidación, Agallas",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,65,5120,70,263,235,Flash,34,1059860,0.5,45,50.0,403,40,34,45,Eléctrico,,9.5,4,0
Luxio,"Rivalry, Intimidación, Agallas",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85,5120,100,363,120,Spark,49,1059860,0.9,60,50.0,404,60,49,60,Eléctrico,,30.5,4,0
Luxray,"Rivalry, Intimidación, Agallas",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,120,5120,70,523,45,Gleam Eyes,79,1059860,1.4,80,50.0,405,95,79,70,Eléctrico,,42.0,4,0
Budew,"Cura Natural, Poison Point, Leaf Guard",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,30,5120,70,280,255,Bud,35,1059860,0.2,40,50.0,406,50,70,55,Planta,Veneno,1.2,4,0
Roserade,"Cura Natural, Poison Point, Technician",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,70,5120,70,515,75,Bouquet,65,1059860,0.9,60,50.0,407,125,105,90,Planta,Veneno,14.5,4,0
Cranidos,"Mold Breaker, Sheer Force",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,125,7680,70,350,45,Head Butt,40,600000,0.9,67,88.1,408,30,30,58,Roca,,31.5,4,0
Rampardos,"Mold Breaker, Sheer Force",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,165,7680,70,495,45,Head Butt,60,600000,1.6,97,88.1,409,65,50,58,Roca,,102.5,4,0
Shieldon,"Firmeza, Soundproof",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,42,7680,70,350,45,Shield,118,600000,0.5,30,88.1,410,42,88,30,Roca,Acero,57.0,4,0
Bastiodon,"Firmeza, Soundproof",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,52,7680,70,495,45,Shield,168,600000,1.3,60,88.1,411,47,138,30,Roca,Acero,149.5,4,0
Burmy,"Mudar, Overcoat",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,29,3840,70,224,120,Bagworm,45,1000000,0.2,40,50.0,412,29,45,36,Bicho,,3.4,4,0
Wormadam,"Anticipation, Overcoat",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,69,3840,70,424,45,Bagworm,95,1000000,0.5,60,0.0,413,69,95,36,Bicho,Planta,6.5,4,0
Mothim,"Enjambre, Tinted Lens",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,94,3840,70,424,45,Moth,50,1000000,0.9,70,100.0,414,94,50,66,Bicho,Volador,23.3,4,0
Combee,"Honey Gather, Hustle",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,30,3840,70,244,120,Tiny Bee,42,1059860,0.3,30,88.1,415,30,42,70,Bicho,Volador,5.5,4,0
Vespiquen,"Presión, Unnerve",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,80,3840,70,474,45,Beehive,102,1059860,1.2,70,0.0,416,80,102,40,Bicho,Volador,38.5,4,0
Pachirisu,"Run Away, Pickup, Volt Absorb",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,2560,100,405,200,Elesquirrel,70,1000000,0.4,60,50.0,417,45,90,95,Eléctrico,,3.9,4,0
Buizel,"Swift Swim, Water Veil",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,330,190,Sea Weasel,35,1000000,0.7,55,50.0,418,60,30,85,Agua,,29.5,4,0
Floatzel,"Swift Swim, Water Veil",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,5120,70,495,75,Sea Weasel,55,1000000,1.1,85,50.0,419,85,50,115,Agua,,33.5,4,0
Cherubi,Clorofila,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,35,5120,70,275,190,Cherry,45,1000000,0.4,45,50.0,420,62,53,35,Planta,,3.3,4,0
Cherrim,Flower Gift,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,5120,70,450,75,Blossom,70,1000000,0.5,70,50.0,421,87,78,85,Planta,,9.3,4,0
Shellos,"Sticky Hold, Storm Drain, Sand Force",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,48,5120,70,325,190,Sea Slug,48,1000000,0.3,76,50.0,422,57,62,34,Agua,,6.3,4,0
Gastrodon,"Sticky Hold, Storm Drain, Sand Force",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,83,5120,70,475,75,Sea Slug,68,1000000,0.9,111,50.0,423,92,82,39,Agua,Tierra,29.9,4,0
Ambipom,"Technician, Pickup, Skill Link",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100,5120,100,482,45,Long Tail,66,800000,1.2,75,50.0,424,60,66,115,Normal,,20.3,4,0
Drifloon,"Aftermath, Unburden, Flare Boost",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,50,7680,70,348,125,Globo,34,1640000,0.4,90,50.0,425,60,44,70,Fantasma,Volador,1.2,4,0
Drifblim,"Aftermath, Unburden, Flare Boost",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,80,7680,70,498,60,Blimp,44,1640000,1.2,150,50.0,426,90,54,80,Fantasma,Volador,15.0,4,0
Buneary,"Run Away, Klutz, Flexibilidad",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66,5120,0,350,190,Rabbit,44,1000000,0.4,55,50.0,427,44,56,85,Normal,,5.5,4,0
Lopunny,"Cute Charm, Klutz, Flexibilidad",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,136,5120,140,580,60,Rabbit,94,1000000,1.2,65,50.0,428,54,96,135,Normal,,33.3,4,0
Mismagius,Levitación,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,60,6400,35,495,45,Magical,60,800000,0.9,60,50.0,429,105,105,105,Fantasma,,4.4,4,0
Honchkrow,"Insomnia, Super Luck, Moxie",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,125,5120,35,505,30,Big Boss,52,1059860,0.9,100,50.0,430,105,52,71,Siniestro,Volador,27.3,4,0
Glameow,"Flexibilidad, Ritmo Propio, Vista Lince",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,5120,70,310,190,Catty,42,800000,0.5,49,24.6,431,42,37,85,Normal,,3.9,4,0
Purugly,"Thick Fat, Ritmo Propio, Defiant",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82,5120,70,452,75,Tiger Cat,64,800000,1.0,71,24.6,432,64,59,112,Normal,,43.8,4,0
Chingling,Levitación,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30,6400,70,285,120,Bell,50,800000,0.2,45,50.0,433,65,50,45,Psíquico,,0.6,4,0
Stunky,"Stench, Aftermath, Vista Lince",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,63,5120,70,329,225,Skunk,47,1000000,0.4,63,50.0,434,41,41,74,Veneno,Siniestro,19.2,4,0
Skuntank,"Stench, Aftermath, Vista Lince",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,93,5120,70,479,60,Skunk,67,1000000,1.0,103,50.0,435,71,61,84,Veneno,Siniestro,38.0,4,0
Bronzor,"Levitación, Heatproof, Heavy Metal",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,24,5120,70,300,255,Bronze,86,1000000,0.5,57,,436,24,86,23,Acero,Psíquico,60.5,4,0
Bronzong,"Levitación, Heatproof, Heavy Metal",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,89,5120,70,500,90,Bronze Bell,116,1000000,1.3,67,,437,79,116,33,Acero,Psíquico,187.0,4,0
Bonsly,"Firmeza, Rock Head, Rattled",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,80,5120,70,290,255,Bonsai,95,1000000,0.5,50,50.0,438,10,45,10,Roca,,15.0,4,0
Mime Jr.,"Soundproof, Filter, Technician",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25,6400,70,310,145,Mime,45,1000000,0.6,20,50.0,439,70,90,60,Psíquico,Hada,13.0,4,0
Happiny,"Cura Natural, Serene Grace, Friend Guard",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,10240,140,220,130,Playhouse,5,800000,0.6,100,0.0,440,15,65,30,Normal,,24.4,4,0
Chatot,"Vista Lince, Tanteo, Big Pecks",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,65,5120,35,411,30,Music Note,45,1059860,0.5,76,50.0,441,92,42,91,Normal,Volador,1.9,4,0
Spiritomb,"Presión, Infiltrator",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,92,7680,70,485,100,Forbidden,108,1000000,1.0,50,50.0,442,92,108,35,Fantasma,Siniestro,108.0,4,0
Gible,"Sand Veil, Rough Skin",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,70,10240,70,300,45,Land Shark,45,1250000,0.7,58,50.0,443,40,45,42,Dragón,Tierra,20.5,4,0
Gabite,"Sand Veil, Rough Skin",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,90,10240,70,410,45,Cave,65,1250000,1.4,68,50.0,444,50,55,82,Dragón,Tierra,56.0,4,0
Garchomp,"Sand Veil, Rough Skin",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,170,10240,70,700,45,Mach,115,1250000,1.9,108,50.0,445,120,95,92,Dragón,Tierra,95.0,4,0
Munchlax,"Pickup, Thick Fat, Gluttony",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,10240,70,390,50,Big Eater,40,1250000,0.6,135,88.1,446,40,85,5,Normal,,105.0,4,0
Riolu,"Steadfast, Foco Interno, Prankster",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,70,6400,70,285,75,Emanation,40,1059860,0.7,40,88.1,447,35,40,60,Lucha,,20.2,4,0
Lucario,"Steadfast, Foco Interno, Justified",0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,145,6400,70,625,45,Aura,88,1059860,1.2,70,88.1,448,140,70,112,Lucha,Acero,54.0,4,0
Hippopotas,"Sand Stream, Sand Force",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,72,7680,70,330,140,Hippo,78,1250000,0.8,68,50.0,449,38,42,32,Tierra,,49.5,4,0
Hippowdon,"Sand Stream, Sand Force",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,112,7680,70,525,60,Heavyweight,118,1250000,2.0,108,50.0,450,68,72,47,Tierra,,300.0,4,0
